user_id,habit_type,activity_type,difficulty_level,streak_length,missed_days_last_7,checkin_hour_avg,engagement_freq,days_since_last,goal_age_days,pomodoro_sessions,pomodoro_completion_rate,overall_risk,activity_specific_risk
149,exercise,outdoor,medium,3,5,11,0.408,5,21,0,0.0,1,1
149,studying,screen_based,low,8,2,20,0.619,2,112,0,0.408,0,0
149,exercise,outdoor,high,20,4,23,0.333,1,12,0,0.0,0,0
149,hydration,indoor,medium,9,3,7,0.245,2,156,0,0.0,0,0
149,hydration,outdoor,low,1,1,21,0.497,3,114,0,0.0,0,0
149,studying,outdoor,high,14,4,16,0.682,1,145,1,0.373,0,0
149,hydration,indoor,low,14,5,18,0.503,4,121,0,0.0,0,0
149,hydration,self_care,medium,0,3,17,0.527,2,164,0,0.0,0,0
149,studying,indoor,high,10,2,19,0.662,4,7,1,0.476,0,0
149,sleep,indoor,medium,5,4,19,0.56,3,114,0,0.0,0,0
149,sleep,indoor,high,16,3,7,0.325,0,126,0,0.0,0,0
149,hydration,outdoor,medium,11,3,5,0.526,4,143,0,0.0,0,0
149,sleep,self_care,low,6,5,20,0.486,5,17,0,0.0,0,1
149,studying,outdoor,high,10,4,14,0.385,2,118,1,0.69,0,0
149,studying,outdoor,low,8,4,14,0.438,5,147,1,0.382,0,0
149,sleep,screen_based,medium,8,4,15,0.466,3,103,0,0.0,0,0
149,journaling,self_care,high,0,4,7,0.37,4,137,0,0.0,1,1
149,hydration,self_care,medium,13,6,6,0.678,5,19,0,0.0,0,1
149,sleep,self_care,high,7,4,14,0.423,3,178,0,0.0,0,1
149,hydration,indoor,medium,13,4,9,0.552,2,76,0,0.0,0,0
149,journaling,screen_based,low,12,0,8,0.627,1,161,0,0.0,0,0
149,exercise,indoor,high,10,0,9,0.38,0,127,0,0.0,0,0
149,studying,screen_based,medium,24,3,12,0.422,1,116,4,0.602,0,0
149,hydration,indoor,medium,7,4,7,0.446,1,150,0,0.0,0,0
149,exercise,indoor,low,14,5,22,0.67,2,17,0,0.0,0,0
149,studying,indoor,high,18,5,16,0.706,5,46,1,0.655,0,1
149,sleep,self_care,medium,11,3,5,0.497,2,42,0,0.0,0,0
149,journaling,self_care,high,9,4,23,0.592,1,33,0,0.0,0,0
149,sleep,outdoor,low,17,3,12,0.263,5,152,0,0.0,0,0
149,journaling,screen_based,medium,16,3,21,0.683,3,179,0,0.0,0,0
149,journaling,indoor,low,11,4,9,0.497,1,139,0,0.0,0,0
149,studying,outdoor,medium,11,3,7,0.482,2,95,3,0.314,0,0
149,hydration,screen_based,high,0,3,11,0.533,5,137,0,0.0,0,1
149,hydration,indoor,low,3,5,11,0.31,5,95,0,0.0,0,1
149,journaling,self_care,low,4,3,12,0.619,5,123,0,0.0,0,0
149,studying,self_care,low,9,2,19,0.367,4,155,1,0.186,0,0
149,hydration,outdoor,low,14,6,5,0.336,5,96,0,0.0,0,1
149,hydration,screen_based,high,20,5,16,0.491,6,136,0,0.0,0,1
149,journaling,indoor,medium,19,2,22,0.506,1,76,0,0.0,0,0
149,hydration,outdoor,high,15,6,11,0.697,6,52,0,0.0,0,1
149,journaling,self_care,high,14,5,21,0.471,4,128,0,0.0,0,1
149,journaling,screen_based,low,4,3,19,0.414,0,79,0,0.0,0,0
149,hydration,screen_based,low,4,0,14,0.475,0,174,0,0.0,0,0
149,hydration,self_care,low,1,3,15,0.494,3,143,0,0.0,0,0
149,exercise,outdoor,medium,4,3,14,0.26,1,173,0,0.0,0,0
149,sleep,screen_based,high,14,5,20,0.466,5,55,0,0.0,0,1
149,studying,indoor,medium,7,5,22,0.329,5,174,0,0.565,0,1
149,journaling,indoor,high,0,4,9,0.367,2,15,0,0.0,0,0
149,exercise,screen_based,high,7,2,7,0.348,0,14,0,0.0,0,0
149,journaling,screen_based,high,14,3,19,0.726,3,93,0,0.0,0,0
149,sleep,screen_based,high,10,4,11,0.683,1,27,0,0.0,0,0
149,hydration,self_care,low,4,0,8,0.63,0,136,0,0.0,0,0
149,exercise,indoor,high,17,4,17,0.293,1,88,0,0.0,0,0
149,sleep,self_care,high,16,4,5,0.525,4,154,0,0.0,0,1
149,hydration,indoor,high,6,5,21,0.624,4,61,0,0.0,0,1
149,journaling,indoor,low,0,4,20,0.855,1,46,0,0.0,0,0
149,sleep,screen_based,medium,10,3,15,0.573,2,120,0,0.0,0,0
149,journaling,indoor,high,8,2,18,0.493,2,147,0,0.0,0,0
149,exercise,self_care,low,6,4,10,0.38,2,168,0,0.0,0,0
149,sleep,screen_based,high,7,0,6,0.426,0,100,0,0.0,0,0
149,hydration,outdoor,medium,14,2,21,0.682,0,124,0,0.0,0,0
149,sleep,outdoor,low,8,3,12,0.449,1,162,0,0.0,0,0
149,journaling,indoor,medium,19,3,6,0.485,4,100,0,0.0,0,0
149,sleep,outdoor,low,20,5,12,0.534,5,175,0,0.0,0,1
149,hydration,self_care,medium,7,0,8,0.68,0,10,0,0.0,0,0
149,sleep,self_care,medium,20,5,23,0.567,3,158,0,0.0,0,0
149,journaling,screen_based,medium,12,3,6,0.351,3,151,0,0.0,0,0
149,studying,self_care,low,2,4,16,0.526,4,8,2,0.493,0,0
149,studying,outdoor,high,0,1,20,0.472,2,33,3,0.706,0,0
149,journaling,self_care,medium,17,3,13,0.42,3,105,0,0.0,0,0
149,hydration,screen_based,low,19,3,6,0.567,4,145,0,0.0,0,0
149,journaling,indoor,medium,12,1,9,0.383,2,73,0,0.0,0,0
149,hydration,self_care,high,0,3,16,0.312,4,121,0,0.0,1,1
149,hydration,screen_based,medium,1,1,20,0.666,0,124,0,0.0,0,0
149,journaling,screen_based,low,11,0,22,0.613,0,98,0,0.0,0,0
149,journaling,indoor,medium,8,2,14,0.577,0,39,0,0.0,0,0
149,journaling,self_care,low,8,3,22,0.42,1,43,0,0.0,0,0
149,exercise,outdoor,medium,14,4,7,0.423,4,145,0,0.0,0,1
149,exercise,self_care,low,0,1,19,0.572,1,33,0,0.0,0,0
149,journaling,indoor,low,6,3,15,0.273,6,172,0,0.0,0,1
149,journaling,screen_based,medium,5,1,8,0.46,0,11,0,0.0,0,0
149,sleep,self_care,medium,2,3,15,0.436,3,68,0,0.0,0,0
149,hydration,indoor,medium,24,4,7,0.37,6,154,0,0.0,0,1
149,exercise,outdoor,low,22,4,15,0.48,7,13,0,0.0,0,1
149,hydration,outdoor,medium,7,5,5,0.298,3,179,0,0.0,0,1
149,hydration,self_care,medium,13,3,16,0.352,3,125,0,0.0,0,0
149,journaling,screen_based,low,2,3,17,0.441,4,135,0,0.0,0,0
149,journaling,outdoor,low,6,5,19,0.472,4,123,0,0.0,0,0
149,studying,outdoor,high,11,4,9,0.496,5,78,1,0.657,0,1
149,exercise,outdoor,low,7,3,11,0.282,3,69,0,0.0,0,0
149,sleep,indoor,medium,17,3,14,0.485,0,32,0,0.0,0,0
149,studying,indoor,medium,17,4,21,0.504,3,179,2,0.451,0,0
150,journaling,indoor,low,6,1,8,0.44,0,145,0,0.0,0,0
150,studying,screen_based,medium,6,6,10,0.567,4,75,3,0.515,0,1
150,journaling,self_care,medium,17,5,10,0.34,4,21,0,0.0,0,1
150,studying,screen_based,low,3,4,17,0.711,3,13,3,0.247,0,0
150,hydration,outdoor,medium,4,2,5,0.314,1,14,0,0.0,0,0
150,exercise,screen_based,medium,21,3,8,0.509,2,37,0,0.0,0,0
150,sleep,indoor,medium,12,2,8,0.269,1,57,0,0.0,0,0
150,studying,indoor,medium,14,2,18,0.652,3,44,0,0.548,0,0
150,exercise,self_care,low,8,6,21,0.559,6,76,0,0.0,0,1
150,exercise,indoor,medium,9,1,14,0.198,1,19,0,0.0,0,0
150,sleep,self_care,medium,14,3,19,0.603,2,135,0,0.0,0,0
150,hydration,self_care,medium,16,4,19,0.326,3,173,0,0.0,0,0
150,sleep,indoor,medium,14,5,22,0.661,2,85,0,0.0,0,0
150,journaling,indoor,low,0,4,16,0.571,6,109,0,0.0,0,0
150,sleep,screen_based,low,12,5,23,0.377,5,8,0,0.0,0,1
150,sleep,self_care,low,19,3,14,0.441,2,130,0,0.0,0,0
150,exercise,screen_based,high,10,3,18,0.524,3,27,0,0.0,0,0
150,hydration,screen_based,medium,9,4,6,0.508,3,127,0,0.0,0,0
150,studying,outdoor,low,12,3,10,0.464,3,61,0,0.41,0,0
150,sleep,outdoor,high,15,5,10,0.522,2,11,0,0.0,0,1
150,journaling,outdoor,low,3,3,6,0.345,3,108,0,0.0,0,0
150,exercise,self_care,medium,5,5,19,0.495,4,21,0,0.0,0,1
150,exercise,indoor,medium,7,4,14,0.517,5,38,0,0.0,0,1
150,sleep,self_care,medium,9,5,14,0.396,6,115,0,0.0,0,1
150,journaling,indoor,low,10,4,22,0.278,3,62,0,0.0,0,0
150,sleep,self_care,high,0,5,22,0.383,5,152,0,0.0,1,1
150,studying,screen_based,high,7,2,23,0.502,0,25,0,0.492,0,0
150,exercise,outdoor,medium,5,4,21,0.763,3,165,0,0.0,0,0
150,hydration,outdoor,medium,2,4,8,0.412,2,125,0,0.0,0,0
150,exercise,indoor,low,7,4,18,0.351,2,28,0,0.0,0,0
150,sleep,indoor,medium,1,2,20,0.35,2,123,0,0.0,0,0
150,sleep,self_care,low,5,4,15,0.418,4,19,0,0.0,0,0
150,sleep,outdoor,medium,9,1,9,0.425,0,21,0,0.0,0,0
150,journaling,outdoor,medium,9,3,14,0.549,2,151,0,0.0,0,0
150,studying,self_care,medium,15,2,18,0.611,3,48,0,0.668,0,0
150,sleep,screen_based,low,7,3,19,0.294,1,101,0,0.0,0,0
150,journaling,screen_based,medium,4,5,18,0.535,2,81,0,0.0,0,0
150,studying,self_care,medium,18,7,19,0.611,7,166,2,0.585,0,1
150,journaling,indoor,medium,17,4,13,0.267,5,126,0,0.0,0,1
150,hydration,self_care,high,0,4,17,0.554,6,121,0,0.0,1,1
150,sleep,screen_based,medium,12,5,23,0.464,5,18,0,0.0,0,1
150,journaling,self_care,medium,17,2,7,0.482,3,122,0,0.0,0,0
150,hydration,screen_based,low,9,1,19,0.383,0,159,0,0.0,0,0
150,exercise,self_care,medium,12,3,22,0.536,1,21,0,0.0,0,0
150,exercise,self_care,high,8,5,10,0.474,5,96,0,0.0,0,1
150,journaling,outdoor,low,8,2,14,0.41,2,52,0,0.0,0,0
150,studying,screen_based,medium,5,4,10,0.442,1,144,0,0.784,0,0
150,journaling,indoor,medium,9,3,6,0.452,4,168,0,0.0,0,0
150,hydration,indoor,low,3,4,19,0.317,6,19,0,0.0,0,1
150,sleep,self_care,medium,10,2,12,0.489,1,19,0,0.0,0,0
150,studying,indoor,high,6,6,6,0.448,6,61,1,0.558,1,1
150,hydration,screen_based,medium,12,3,19,0.522,2,84,0,0.0,0,0
150,hydration,indoor,high,2,3,17,0.116,3,98,0,0.0,1,1
150,hydration,self_care,high,20,1,12,0.509,2,146,0,0.0,0,0
150,journaling,self_care,medium,2,0,14,0.274,0,155,0,0.0,0,0
150,hydration,outdoor,medium,10,3,7,0.305,6,169,0,0.0,0,1
150,journaling,outdoor,medium,12,5,11,0.421,4,24,0,0.0,0,1
150,journaling,screen_based,high,18,4,12,0.491,5,74,0,0.0,0,1
150,hydration,screen_based,medium,7,4,21,0.546,2,22,0,0.0,0,0
150,studying,self_care,high,10,4,8,0.483,4,13,2,0.384,0,1
150,hydration,outdoor,medium,0,1,17,0.285,0,32,0,0.0,0,0
150,sleep,indoor,high,14,2,11,0.735,1,160,0,0.0,0,0
150,studying,outdoor,medium,16,3,15,0.311,2,70,0,0.48,0,0
150,hydration,indoor,low,6,2,13,0.38,4,57,0,0.0,0,0
150,sleep,outdoor,high,7,5,21,0.498,5,71,0,0.0,0,1
150,journaling,screen_based,high,9,4,21,0.304,5,144,0,0.0,0,1
150,sleep,indoor,medium,8,2,11,0.465,1,46,0,0.0,0,0
150,studying,self_care,medium,20,4,23,0.508,7,84,0,0.618,0,1
150,sleep,screen_based,low,20,4,23,0.194,2,90,0,0.0,0,0
150,journaling,screen_based,low,12,2,14,0.444,0,164,0,0.0,0,0
150,exercise,screen_based,medium,6,1,7,0.438,2,166,0,0.0,0,0
150,sleep,outdoor,high,12,5,20,0.315,4,48,0,0.0,0,1
150,studying,outdoor,low,0,4,7,0.393,2,146,1,0.587,0,0
150,hydration,indoor,high,8,3,20,0.49,3,63,0,0.0,0,0
150,hydration,indoor,low,2,2,21,0.299,3,128,0,0.0,0,0
150,journaling,screen_based,medium,13,7,23,0.646,7,170,0,0.0,0,1
150,hydration,self_care,medium,7,2,18,0.521,0,67,0,0.0,0,0
150,hydration,self_care,medium,17,5,13,0.396,3,46,0,0.0,0,1
150,hydration,screen_based,medium,13,2,13,0.324,1,162,0,0.0,0,0
150,exercise,screen_based,low,0,1,10,0.44,0,154,0,0.0,0,0
150,studying,indoor,medium,4,4,5,0.505,4,42,3,0.429,0,0
150,studying,screen_based,low,14,5,21,0.376,3,78,1,0.267,0,0
150,hydration,self_care,low,15,1,21,0.668,1,155,0,0.0,0,0
150,journaling,self_care,high,2,3,17,0.197,4,163,0,0.0,1,1
150,exercise,indoor,high,13,3,20,0.468,2,17,0,0.0,0,0
150,sleep,screen_based,low,12,4,11,0.512,6,74,0,0.0,0,1
150,exercise,self_care,high,7,2,20,0.385,1,33,0,0.0,0,0
150,journaling,self_care,medium,10,3,5,0.675,3,47,0,0.0,0,0
150,hydration,screen_based,medium,11,2,23,0.466,4,98,0,0.0,0,0
150,sleep,screen_based,high,10,4,16,0.472,1,54,0,0.0,0,0
150,hydration,screen_based,low,8,2,21,0.338,0,79,0,0.0,0,0
150,journaling,indoor,low,14,3,12,0.378,0,104,0,0.0,0,0
150,exercise,outdoor,medium,3,4,18,0.506,5,159,0,0.0,0,1
150,studying,outdoor,low,10,3,23,0.391,2,108,0,0.355,0,0
150,exercise,self_care,low,8,3,14,0.207,3,50,0,0.0,0,0
150,studying,self_care,medium,14,2,14,0.648,0,123,0,0.237,0,0
150,exercise,indoor,low,0,3,13,0.319,2,87,0,0.0,0,0
150,hydration,screen_based,high,19,5,10,0.555,6,121,0,0.0,0,1
150,sleep,outdoor,medium,6,2,6,0.502,1,18,0,0.0,0,0
150,sleep,screen_based,high,3,4,22,0.613,4,72,0,0.0,0,1
151,hydration,indoor,medium,10,3,19,0.483,4,36,0,0.0,0,0
151,hydration,indoor,medium,10,3,5,0.394,3,160,0,0.0,0,0
151,hydration,indoor,medium,10,5,14,0.226,4,139,0,0.0,0,1
151,sleep,screen_based,medium,17,2,20,0.535,2,29,0,0.0,0,0
151,journaling,indoor,medium,5,5,7,0.185,3,40,0,0.0,0,1
151,studying,outdoor,low,9,5,10,0.51,5,173,0,0.303,0,1
151,hydration,self_care,low,18,5,9,0.554,7,52,0,0.0,0,1
151,journaling,screen_based,medium,12,4,6,0.247,3,154,0,0.0,0,1
151,hydration,outdoor,low,12,4,12,0.6,4,129,0,0.0,0,0
151,journaling,indoor,high,0,4,9,0.563,3,86,0,0.0,0,0
151,hydration,indoor,high,0,4,16,0.34,3,76,0,0.0,1,1
151,hydration,outdoor,low,5,5,5,0.654,5,105,0,0.0,0,0
151,hydration,outdoor,low,5,4,14,0.472,2,173,0,0.0,0,0
151,studying,indoor,low,0,4,6,0.483,2,40,3,0.391,0,0
151,exercise,indoor,low,6,4,12,0.626,3,52,0,0.0,0,0
151,hydration,outdoor,medium,1,5,21,0.344,4,36,0,0.0,1,1
151,journaling,indoor,high,16,4,11,0.257,2,58,0,0.0,0,1
151,journaling,self_care,medium,7,4,13,0.159,4,92,0,0.0,0,1
151,exercise,screen_based,low,16,1,7,0.307,0,25,0,0.0,0,0
151,journaling,screen_based,medium,12,3,14,0.155,3,67,0,0.0,0,0
151,exercise,self_care,medium,10,4,11,0.236,4,53,0,0.0,0,1
151,sleep,screen_based,high,7,4,10,0.36,5,19,0,0.0,0,1
151,journaling,screen_based,medium,14,4,16,0.42,3,109,0,0.0,0,0
151,journaling,screen_based,low,16,1,23,0.268,1,28,0,0.0,0,0
151,hydration,outdoor,low,1,5,17,0.299,4,35,0,0.0,0,1
151,studying,self_care,low,15,7,7,0.394,6,103,4,0.351,0,1
151,sleep,outdoor,medium,2,4,17,0.344,2,24,0,0.0,0,0
151,sleep,self_care,low,11,3,12,0.415,3,170,0,0.0,0,0
151,journaling,outdoor,medium,4,5,10,0.294,4,115,0,0.0,1,1
151,journaling,self_care,high,0,4,23,0.405,5,105,0,0.0,1,1
151,sleep,outdoor,medium,0,4,20,0.408,4,71,0,0.0,0,1
151,studying,screen_based,medium,13,3,7,0.503,3,40,0,0.663,0,0
151,studying,indoor,low,13,2,16,0.348,2,167,2,0.181,0,0
151,sleep,self_care,low,4,4,17,0.216,5,91,0,0.0,0,1
151,sleep,screen_based,high,7,4,11,0.317,2,137,0,0.0,0,1
151,journaling,self_care,medium,6,3,7,0.41,3,150,0,0.0,0,0
151,sleep,indoor,high,1,6,7,0.546,5,111,0,0.0,1,1
151,journaling,indoor,medium,13,3,21,0.274,0,130,0,0.0,0,0
151,exercise,indoor,low,10,4,12,0.318,3,14,0,0.0,0,0
151,journaling,self_care,low,6,3,5,0.31,4,97,0,0.0,0,0
151,exercise,outdoor,low,0,0,22,0.46,0,34,0,0.0,0,0
151,sleep,outdoor,high,10,6,21,0.338,5,149,0,0.0,1,1
151,sleep,self_care,medium,9,1,16,0.31,2,75,0,0.0,0,0
151,studying,screen_based,medium,8,5,14,0.517,5,176,2,0.088,0,1
151,exercise,indoor,high,6,5,9,0.254,4,161,0,0.0,1,1
151,hydration,screen_based,low,6,4,15,0.498,4,133,0,0.0,0,0
151,exercise,self_care,high,11,3,22,0.345,3,58,0,0.0,0,0
151,hydration,screen_based,low,5,6,18,0.311,8,29,0,0.0,1,1
151,exercise,screen_based,high,11,6,20,0.135,6,35,0,0.0,1,1
151,journaling,screen_based,medium,0,5,13,0.234,5,160,0,0.0,1,1
151,journaling,self_care,low,8,5,13,0.19,6,171,0,0.0,0,1
151,hydration,outdoor,high,7,4,5,0.357,3,36,0,0.0,0,1
151,exercise,indoor,low,3,6,18,0.391,2,102,0,0.0,0,0
151,exercise,screen_based,high,7,2,5,0.594,2,25,0,0.0,0,0
151,sleep,screen_based,medium,5,1,19,0.353,0,34,0,0.0,0,0
151,sleep,outdoor,medium,0,2,22,0.271,2,8,0,0.0,0,0
151,journaling,outdoor,medium,12,0,19,0.388,0,90,0,0.0,0,0
151,journaling,self_care,high,10,3,18,0.241,2,121,0,0.0,0,0
151,journaling,self_care,medium,7,5,17,0.438,4,98,0,0.0,0,1
151,journaling,screen_based,medium,7,4,20,0.154,6,20,0,0.0,1,1
151,journaling,indoor,medium,7,3,16,0.239,4,34,0,0.0,0,0
151,studying,self_care,medium,8,1,5,0.411,2,133,1,0.471,0,0
151,studying,outdoor,high,7,2,10,0.391,1,73,3,0.504,0,0
151,studying,screen_based,low,7,4,14,0.349,5,43,1,0.41,0,1
151,hydration,indoor,high,19,7,17,0.413,7,141,0,0.0,0,1
151,sleep,screen_based,low,6,2,22,0.026,2,95,0,0.0,0,0
151,studying,indoor,low,11,3,10,0.456,2,143,1,0.313,0,0
151,sleep,indoor,low,1,3,13,0.28,1,72,0,0.0,0,0
151,journaling,self_care,high,9,3,12,0.335,4,146,0,0.0,0,1
151,exercise,screen_based,low,1,5,22,0.421,5,33,0,0.0,0,1
151,exercise,outdoor,high,6,6,11,0.43,8,88,0,0.0,1,1
151,exercise,outdoor,medium,7,6,9,0.466,6,9,0,0.0,1,1
151,exercise,self_care,low,13,4,20,0.269,1,118,0,0.0,0,0
151,journaling,screen_based,medium,0,4,11,0.36,5,163,0,0.0,1,1
151,hydration,screen_based,low,2,3,22,0.24,3,117,0,0.0,0,0
151,sleep,indoor,medium,10,0,12,0.369,0,55,0,0.0,0,0
151,journaling,screen_based,low,6,3,5,0.388,1,88,0,0.0,0,0
151,hydration,outdoor,medium,7,2,13,0.526,2,25,0,0.0,0,0
151,studying,indoor,medium,2,4,22,0.095,4,60,0,0.305,1,1
151,exercise,outdoor,medium,12,3,8,0.491,1,154,0,0.0,0,0
151,exercise,indoor,high,9,4,17,0.463,2,133,0,0.0,0,0
151,exercise,screen_based,medium,9,3,8,0.479,4,127,0,0.0,0,0
151,hydration,outdoor,medium,12,4,13,0.336,5,84,0,0.0,0,1
151,hydration,self_care,low,6,5,9,0.577,2,37,0,0.0,0,0
151,studying,indoor,low,3,6,6,0.293,4,113,4,0.434,0,1
151,journaling,screen_based,medium,3,4,21,0.265,4,46,0,0.0,0,1
151,studying,outdoor,low,9,5,19,0.133,3,18,5,0.407,0,1
151,exercise,self_care,low,8,4,23,0.613,3,70,0,0.0,0,0
151,exercise,self_care,high,4,3,15,0.26,2,18,0,0.0,0,0
151,hydration,indoor,low,6,1,7,0.459,0,12,0,0.0,0,0
151,journaling,indoor,medium,9,3,16,0.468,4,177,0,0.0,0,0
151,journaling,screen_based,medium,6,4,19,0.331,5,60,0,0.0,0,1
151,hydration,screen_based,medium,18,3,7,0.468,3,166,0,0.0,0,0
151,studying,screen_based,medium,0,1,23,0.163,2,178,4,0.508,0,0
151,sleep,outdoor,high,14,3,14,0.318,0,80,0,0.0,0,0
151,sleep,outdoor,medium,16,4,14,0.594,2,64,0,0.0,0,0
151,studying,screen_based,medium,5,5,21,0.318,4,95,0,0.285,0,1
151,journaling,screen_based,medium,4,4,12,0.408,2,87,0,0.0,0,0
151,hydration,outdoor,high,12,3,14,0.516,1,125,0,0.0,0,0
151,journaling,outdoor,medium,6,5,16,0.155,3,23,0,0.0,0,1
152,sleep,indoor,high,8,3,10,0.276,2,22,0,0.0,0,0
152,sleep,outdoor,medium,2,5,23,0.239,4,78,0,0.0,1,1
152,journaling,screen_based,low,3,3,15,0.517,1,85,0,0.0,0,0
152,exercise,indoor,low,10,4,11,0.521,2,86,0,0.0,0,0
152,sleep,indoor,medium,8,5,18,0.369,4,42,0,0.0,0,1
152,exercise,screen_based,medium,6,3,10,0.392,4,81,0,0.0,0,0
152,studying,self_care,low,8,5,10,0.392,6,62,0,0.311,0,1
152,exercise,screen_based,low,5,5,20,0.467,4,64,0,0.0,0,0
152,sleep,screen_based,low,9,5,17,0.302,4,66,0,0.0,0,1
152,exercise,self_care,medium,2,2,8,0.461,3,136,0,0.0,0,0
152,studying,indoor,medium,8,3,12,0.403,3,89,4,0.754,0,0
152,sleep,self_care,low,10,3,16,0.165,3,169,0,0.0,0,0
152,hydration,outdoor,medium,14,3,18,0.379,4,102,0,0.0,0,0
152,journaling,self_care,medium,11,7,22,0.495,9,123,0,0.0,1,1
152,hydration,screen_based,low,9,3,17,0.155,4,81,0,0.0,0,0
152,hydration,outdoor,medium,15,6,20,0.367,7,59,0,0.0,0,1
152,sleep,outdoor,low,4,2,7,0.431,1,76,0,0.0,0,0
152,exercise,outdoor,low,2,6,11,0.337,3,134,0,0.0,0,1
152,exercise,indoor,medium,12,2,7,0.397,3,32,0,0.0,0,0
152,studying,self_care,low,16,5,16,0.422,3,83,0,0.427,0,0
152,hydration,outdoor,medium,5,5,22,0.335,5,98,0,0.0,1,1
152,sleep,outdoor,medium,4,3,12,0.334,4,40,0,0.0,0,0
152,studying,indoor,medium,14,2,5,0.468,2,108,1,0.389,0,0
152,hydration,indoor,low,3,5,14,0.357,5,177,0,0.0,0,1
152,sleep,outdoor,low,1,2,22,0.343,3,149,0,0.0,0,0
152,journaling,screen_based,medium,4,4,9,0.291,3,30,0,0.0,0,0
152,hydration,outdoor,low,18,6,6,0.265,6,115,0,0.0,0,1
152,journaling,outdoor,low,15,4,5,0.419,2,101,0,0.0,0,0
152,sleep,outdoor,low,12,3,16,0.191,2,90,0,0.0,0,0
152,exercise,outdoor,medium,0,7,15,0.266,6,98,0,0.0,1,1
152,journaling,self_care,low,0,4,17,0.607,5,161,0,0.0,0,0
152,exercise,screen_based,low,13,3,20,0.189,5,86,0,0.0,0,0
152,studying,self_care,medium,7,4,15,0.565,0,49,3,0.456,0,0
152,journaling,screen_based,low,18,4,20,0.307,3,147,0,0.0,0,0
152,exercise,outdoor,medium,15,4,23,0.353,1,124,0,0.0,0,0
152,studying,indoor,low,11,2,10,0.491,2,30,2,0.361,0,0
152,exercise,screen_based,low,6,3,21,0.424,3,153,0,0.0,0,0
152,hydration,outdoor,low,7,4,8,0.474,4,10,0,0.0,0,0
152,sleep,outdoor,high,18,1,21,0.3,3,14,0,0.0,0,0
152,exercise,screen_based,medium,3,6,17,0.651,6,179,0,0.0,1,1
152,exercise,screen_based,medium,11,4,22,0.373,3,8,0,0.0,0,0
152,hydration,self_care,high,17,4,12,0.397,6,18,0,0.0,0,1
152,exercise,screen_based,medium,2,5,23,0.469,3,53,0,0.0,0,1
152,sleep,screen_based,high,4,1,22,0.418,2,176,0,0.0,0,0
152,sleep,indoor,low,15,2,8,0.096,1,41,0,0.0,0,0
152,journaling,outdoor,low,13,4,14,0.369,5,43,0,0.0,0,1
152,hydration,indoor,low,9,2,13,0.407,0,177,0,0.0,0,0
152,hydration,self_care,medium,7,4,7,0.373,7,122,0,0.0,0,1
152,studying,self_care,medium,11,4,7,0.357,5,125,1,0.409,0,1
152,studying,indoor,low,5,5,5,0.37,4,93,2,0.228,0,1
152,sleep,self_care,medium,6,5,5,0.088,7,39,0,0.0,1,1
152,exercise,screen_based,low,9,4,8,0.362,2,11,0,0.0,0,0
152,sleep,indoor,low,2,3,7,0.446,1,141,0,0.0,0,0
152,hydration,indoor,low,16,4,12,0.303,3,141,0,0.0,0,0
152,hydration,outdoor,low,6,4,18,0.258,2,31,0,0.0,0,0
152,studying,screen_based,low,5,5,8,0.457,6,81,0,0.601,0,1
152,hydration,indoor,low,5,5,8,0.354,4,147,0,0.0,0,1
152,sleep,self_care,medium,0,5,16,0.49,8,112,0,0.0,1,1
152,journaling,self_care,medium,0,3,20,0.57,4,88,0,0.0,0,0
152,journaling,outdoor,medium,10,4,12,0.161,2,35,0,0.0,0,0
152,studying,self_care,low,5,4,23,0.396,5,133,0,0.643,0,0
152,sleep,self_care,medium,10,4,23,0.624,0,101,0,0.0,0,0
152,hydration,screen_based,medium,3,5,12,0.366,6,60,0,0.0,1,1
152,hydration,self_care,medium,8,2,19,0.248,0,90,0,0.0,0,0
152,sleep,indoor,medium,14,7,13,0.522,7,151,0,0.0,0,1
152,sleep,outdoor,medium,8,4,18,0.265,2,176,0,0.0,0,0
152,hydration,indoor,medium,13,6,13,0.279,7,45,0,0.0,1,1
152,hydration,outdoor,low,2,6,13,0.334,5,68,0,0.0,1,1
152,journaling,outdoor,low,14,3,21,0.468,4,146,0,0.0,0,0
152,exercise,outdoor,low,17,3,19,0.429,3,102,0,0.0,0,0
152,sleep,outdoor,medium,7,6,8,0.402,7,145,0,0.0,1,1
152,journaling,indoor,low,15,4,9,0.312,4,150,0,0.0,0,0
152,sleep,self_care,low,4,2,18,0.307,0,27,0,0.0,0,0
152,studying,outdoor,medium,3,2,9,0.36,3,13,0,0.256,0,0
152,exercise,outdoor,low,19,2,18,0.427,2,12,0,0.0,0,0
152,hydration,indoor,low,9,4,16,0.392,3,138,0,0.0,0,0
152,sleep,self_care,high,2,5,17,0.421,7,144,0,0.0,1,1
152,exercise,screen_based,low,13,4,23,0.399,1,52,0,0.0,0,0
152,studying,indoor,low,3,5,12,0.47,7,55,1,0.555,0,1
152,studying,indoor,high,0,4,22,0.247,3,130,3,0.282,1,1
152,exercise,outdoor,medium,12,3,13,0.369,1,38,0,0.0,0,0
152,studying,indoor,high,0,3,17,0.268,3,64,3,0.162,0,1
152,studying,indoor,medium,9,6,6,0.306,6,113,3,0.528,0,1
152,exercise,outdoor,medium,9,3,19,0.515,1,82,0,0.0,0,0
152,hydration,indoor,high,16,4,12,0.28,3,16,0,0.0,0,1
