streak_length,missed_days_last_7,checkin_hour_avg,engagement_freq,days_since_last,goal_age_days,label
23,0,8,0.41883601237649704,1,133,0
52,5,1,0.07547369547277408,6,174,0
30,0,20,0.7312135742655639,8,49,0
6,1,12,0.8842713911417404,0,109,0
42,4,14,0.6110607603347924,10,22,0
71,4,6,0.436563335574246,8,51,0
3,3,15,0.33041511710472005,0,87,0
45,4,7,0.8335615220653398,0,57,0
54,0,7,1.0,0,70,0
31,0,23,1.0,0,134,0
12,3,14,0.523304193940211,12,45,0
12,7,21,0.4978403823812066,12,90,1
9,4,22,0.6448350897150581,9,139,0
45,4,8,1.0,11,79,0
52,1,23,0.40341708970018897,9,93,0
62,2,13,1.0,5,14,0
55,5,13,0.21520863258473946,15,34,0
36,3,4,1.0,8,162,0
3,7,12,0.6209359449600778,2,50,0
42,0,17,0.5599878226713771,5,65,0
27,0,13,0.6939655883290509,11,113,0
20,6,22,0.7029288960744826,14,49,0
33,6,9,0.1181141859460022,14,42,0
62,2,8,0.540675496807186,11,52,0
42,6,15,0.19420061165241764,8,119,0
22,0,10,0.6474096936379681,11,70,0
51,0,12,0.6433804537360038,4,157,0
32,6,7,0.36571192762556354,1,176,0
27,0,15,0.6703364687375722,16,40,0
21,2,17,0.6297226192263671,3,84,0
13,5,12,0.348054450660232,9,158,0
26,0,8,0.511944622535515,10,50,0
2,7,23,0.17875941522224054,2,50,0
64,7,21,1.0,7,178,0
56,7,11,0.9100971151294026,11,161,0
7,0,6,0.6513897960579468,7,5,0
12,0,12,0.43860071825950575,8,168,0
52,0,22,0.9749460273126056,10,175,0
50,6,20,0.7015909784608833,5,88,0
20,2,20,0.5316140974359871,0,173,0
20,0,8,0.5880922892656185,4,113,0
5,0,19,0.1375420887773809,5,140,0
53,2,7,0.3965202832948581,6,147,0
23,6,21,0.49091007052177205,14,19,0
19,0,7,1.0,2,24,0
26,0,6,0.4683000340221546,2,132,0
12,0,15,0.8641188076214639,3,97,0
57,4,13,0.5474716893689784,6,135,0
23,7,20,0.5372007144952009,12,38,0
55,2,20,0.6288507388647749,15,152,0
49,0,21,0.6116300992775451,4,140,0
3,4,14,0.7731515976332851,3,125,0
19,5,23,0.6659802514968542,7,91,0
43,1,15,0.39533883308393636,4,162,0
21,0,11,0.19759206704786422,2,101,0
26,2,5,0.5510193497063255,6,72,0
64,2,5,0.5302994929902025,4,157,0
43,7,16,0.34652030289050445,9,99,0
6,2,21,0.537991406100472,0,124,0
10,3,15,0.37384363051629116,3,144,0
21,1,23,0.19418654460319815,8,60,0
19,2,10,0.12200262069857758,8,161,0
47,5,7,0.27514122150348674,4,68,0
42,7,1,0.10890873170639552,13,39,0
14,0,16,0.5896695850157034,6,140,0
20,0,21,0.11822814475043117,10,14,0
55,4,17,0.7898219370421445,16,161,0
40,2,20,0.2712369269283066,7,99,0
40,6,8,0.38669711817739144,8,74,0
11,4,8,1.0,11,30,0
38,6,18,0.5035763179426477,6,125,0
40,6,9,0.5553407059113706,12,132,0
20,1,10,0.5140917727446445,2,78,0
4,0,13,1.0,4,116,0
46,1,8,0.7024233153850714,6,83,0
13,0,20,0.3990983072393532,13,148,0
14,0,5,0.9286111629675169,14,124,0
38,7,4,0.11238660432255519,16,25,0
15,4,9,0.1896705297662975,10,99,0
63,4,10,0.23938538961194136,10,74,0
15,6,8,0.5746416587709396,10,66,0
11,1,23,0.4707398957220273,7,136,0
57,1,22,0.8707664301413726,4,146,0
10,5,4,0.2547235344463103,8,96,0
35,0,21,0.4529439239183797,10,80,0
37,6,9,0.23072485317031832,16,62,0
58,1,8,0.8438244885475858,10,5,0
37,3,17,0.9018604310304552,10,56,0
19,5,4,1.0,6,40,0
40,2,9,1.0,15,137,0
20,0,12,0.8555246462933632,1,15,0
21,3,19,0.8547775698220864,3,126,0
52,5,11,0.32589823164058607,14,45,0
51,3,8,0.11773939398732895,0,145,0
6,3,14,1.0,5,170,0
13,5,10,0.8179686034953115,12,96,0
39,0,10,0.8508865422656381,2,128,0
55,0,11,0.8574899522496884,10,131,0
41,0,10,0.7347967129840822,9,93,0
61,1,11,0.7661744261112057,10,135,0
22,6,20,0.449130433935922,12,87,0
29,0,9,0.8419821474719924,1,22,0
16,0,23,0.8479161813067995,16,154,0
50,3,16,0.3714343676983557,1,142,0
28,2,9,0.3214543844073091,5,135,0
37,6,6,0.3361521327162861,3,18,0
54,1,6,0.0,3,151,0
45,3,12,0.6032314068023248,3,54,0
32,1,18,0.40046860046508737,4,159,0
24,0,11,0.28692275203926443,0,84,0
50,5,20,0.771305735136291,17,139,0
46,5,10,0.26771020962388303,13,26,0
14,6,10,0.8586988977433722,11,119,0
14,4,4,0.7409499185275679,12,1,0
46,5,20,0.8182414574628137,9,39,0
43,4,4,0.055334605638984694,11,140,0
3,4,8,0.48533118951711374,3,13,0
33,0,19,0.351677204248644,0,136,0
45,6,13,0.621309144554974,2,36,0
13,5,13,0.49885213196671196,11,190,0
20,4,21,0.4839510039069146,0,10,0
26,2,15,0.6946061750733143,13,41,0
49,7,13,0.9290249875838327,10,145,0
54,2,16,0.7628425087265431,4,150,0
21,6,17,0.633708959263682,2,76,0
62,1,13,0.5889101883076703,9,126,0
49,4,17,0.8305632659614051,2,137,0
55,0,14,0.1585856031500794,12,70,0
64,3,18,0.5981213073080724,13,189,0
53,4,16,0.08649493242827096,12,86,0
36,7,20,0.270230499302021,0,96,0
59,2,7,0.27048324839707255,2,72,0
53,6,16,0.4230265697077989,10,9,0
22,3,2,1.0,3,144,0
17,7,15,0.6703881845335043,9,25,0
24,1,9,0.5115496351107142,4,69,0
52,5,16,0.23029546353377792,12,55,0
37,3,6,0.13772066849302572,14,47,0
29,0,7,0.36865156659040466,2,93,0
44,5,4,0.8027046883424573,0,52,0
13,7,11,0.698724801583795,6,155,0
23,7,18,0.566973039906912,7,66,0
26,0,20,0.37129341694452606,7,89,0
15,3,5,0.4861180065752872,5,75,0
31,3,16,0.16968660324501156,10,105,0
24,0,12,0.6585503485901587,12,41,0
62,4,13,0.8790869874451814,0,7,0
37,0,13,0.6412197270359663,6,82,0
7,2,14,0.6150690925050745,7,12,0
13,7,13,0.6944781099584747,2,174,0
69,7,23,0.8951710473663892,6,162,0
33,7,8,0.9346113276382314,2,8,0
47,7,5,0.6099749542913909,1,161,0
24,6,19,0.853800352004356,0,131,0
49,4,11,0.8578198505577992,11,130,0
42,0,17,0.7812855005525662,13,41,0
24,3,18,0.31330497820812275,8,116,0
36,2,11,0.03908884143634511,7,69,0
21,7,17,0.7530859868062959,1,173,0
6,2,23,0.7871545633925036,0,24,0
10,7,6,0.2753673508330278,10,88,1
20,1,23,0.41867176550595514,8,71,0
31,1,8,0.582389399604444,11,57,0
6,6,18,0.13635372079230174,6,70,0
10,1,9,0.011323711592016728,9,77,0
21,3,8,0.7840133094660388,11,95,0
18,2,18,0.7463318554293689,9,50,0
22,5,20,0.7088092973951402,14,61,0
9,7,5,0.2720947861582074,8,109,0
14,7,7,0.7473685337626464,14,104,0
38,6,6,0.3973308322163832,0,53,0
40,5,17,0.638552071238383,9,136,0
28,0,20,0.5656302945669909,8,68,0
63,0,12,0.9092482147272797,10,140,0
53,3,7,0.36362062972597553,15,104,0
31,5,7,0.4425954182513302,0,7,0
32,7,8,0.952296202423736,1,27,0
33,0,1,0.8158275479012997,0,27,0
25,3,8,0.42400251046939313,6,132,0
23,3,15,0.4834626021133237,0,162,0
16,3,17,0.2230092406533204,13,29,0
33,6,11,0.045408384687722014,0,26,0
36,2,15,0.336051677948552,2,146,0
16,7,16,0.5219696802505498,16,99,1
7,7,16,0.38905709551957895,1,45,0
9,2,16,0.7304436256331928,4,189,0
3,4,17,0.35133020844965374,0,43,0
42,2,18,0.7716596917318526,5,29,0
46,6,4,0.8260219754629445,0,166,0
33,0,17,0.4643015615512291,8,103,0
28,7,5,0.893995130044698,4,37,0
5,3,16,0.9520829451628118,5,138,0
41,6,18,0.4380605154865945,10,111,0
32,4,22,0.9898676680130621,0,103,0
60,2,17,0.8422005421090877,5,122,0
23,0,15,0.7355949652630414,18,105,0
56,2,14,0.7933991085446581,13,143,0
6,0,21,0.26431059315848016,5,96,0
28,3,4,0.5591866918149405,9,56,0
20,3,16,0.5502930588860075,0,71,0
51,5,8,0.7332522905615868,10,139,0
9,4,15,0.2764801331467288,9,154,0
0,4,10,0.6156591111654213,0,82,0
20,6,18,0.8639381306746243,8,118,0
34,1,20,0.9830729121767521,0,124,0
24,3,5,0.9524195661859807,14,113,0
26,0,22,0.8442910989129744,4,74,0
62,3,14,0.5154711361786765,9,16,0
38,3,6,0.4432711690746478,13,125,0
0,0,21,0.644325648839344,0,106,0
21,0,16,0.275487600104255,5,152,0
29,4,8,0.44514644803329295,12,60,0
65,0,15,0.9302392393165041,8,135,0
36,4,10,0.2809230963485009,2,69,0
47,4,8,0.7436541214540232,0,77,0
42,3,8,0.6870781205097731,7,163,0
26,7,15,0.8464163241736641,5,175,0
19,7,19,0.39095893451695785,13,159,0
44,5,5,0.9599960268181766,0,154,0
7,1,23,0.2321742124168171,1,76,0
46,5,17,0.6527239016966518,5,91,0
18,0,15,0.6970072402648466,5,130,0
13,5,16,0.22867114770836203,13,104,0
63,0,19,0.7431808546471772,0,126,0
26,5,5,1.0,11,21,0
45,5,8,0.913210967861425,5,32,0
4,0,19,0.8068990413775516,0,93,0
51,4,3,0.8175098507093435,0,156,0
51,6,12,1.0,7,118,0
22,2,15,0.8712746961292385,0,138,0
61,4,14,0.18617020645707097,12,57,0
59,0,16,0.7629701684338852,7,133,0
25,1,4,0.6061090957766322,8,171,0
14,2,21,0.33558559295230533,5,95,0
23,6,10,0.3152247587227343,2,25,0
42,7,2,0.8511082210257299,1,47,0
23,6,5,0.8855754513899332,16,59,0
50,0,19,0.7380124152200589,12,51,0
53,6,15,0.16098756275515946,14,75,0
38,4,21,0.41616648315523264,4,97,0
35,4,19,1.0,13,175,0
55,3,12,0.622226989040622,3,135,0
36,2,21,0.8793087185602358,8,182,0
16,5,8,0.6568788390781914,8,62,0
20,3,14,0.31250733534813935,13,25,0
8,0,16,0.9328077086686197,4,111,0
19,6,14,0.8091285905122739,10,168,0
59,2,8,0.5123527136307247,3,159,0
7,6,12,0.5327489084521849,0,33,0
9,2,14,0.8103643651268666,0,137,0
21,0,17,0.12473858601099298,14,140,0
47,5,15,0.6158996538459437,8,73,0
12,7,7,0.8814990804752589,11,42,0
58,0,15,0.3263868226718536,12,54,0
54,0,14,1.0,10,132,0
24,0,14,0.8656992612363756,16,27,0
16,6,11,0.2921196046729966,4,155,0
25,0,18,0.7637954940646625,5,139,0
30,2,19,0.7927009644110298,4,182,0
10,4,6,1.0,10,38,0
10,2,16,0.9477355597756832,4,133,0
26,3,21,0.4866511547565358,10,160,0
33,2,5,0.12229410267316702,3,98,0
34,1,18,0.8404695131172774,6,55,0
3,1,6,0.7821578555748107,0,55,0
10,0,16,0.30186930878327417,7,131,0
58,0,19,0.19738998504339064,14,101,0
57,1,8,0.6979466816774407,3,18,0
35,5,17,0.06177269150204545,6,123,0
41,6,8,0.6958065678575677,0,48,0
36,2,5,0.18507788189122948,16,46,0
32,2,20,0.735769641473556,11,195,0
40,7,7,0.7130568824182475,2,16,0
30,1,8,0.37896051398938063,6,129,0
26,3,3,0.6177163636603105,7,47,0
2,7,11,0.7875697479313488,2,38,0
40,3,14,0.26852782142681675,9,166,0
23,5,15,0.5713307152422922,5,70,0
47,7,5,0.15696103523403332,15,36,0
20,6,17,0.8321230091124933,0,176,0
17,0,18,0.9677335073089544,13,30,0
19,0,13,0.7312422122367073,13,100,0
30,3,20,0.43373420012834274,7,107,0
9,4,21,0.8461555978849943,9,59,0
53,0,21,1.0,11,175,0
18,2,8,0.5367180340524358,4,66,0
52,4,14,0.8749225934158608,10,150,0
55,3,12,0.20867686119196646,13,87,0
4,0,18,1.0,4,21,0
36,0,13,0.29985960561087865,3,89,0
37,3,10,0.33432290449022734,6,104,0
14,5,23,0.4272021017721999,7,98,0
26,4,19,0.5501450447263998,14,16,0
13,0,10,0.5784861572542381,12,68,0
42,1,7,0.2773483217123424,4,77,0
50,5,22,0.2587138314100378,7,8,0
25,5,23,0.7643053549662369,13,47,0
14,6,22,0.5011878985946981,7,100,0
38,4,12,0.21816532879586642,0,22,0
34,0,13,0.03892233784986637,0,136,0
28,7,21,0.318023896083553,8,164,0
57,5,21,0.612314007610706,2,159,0
8,3,23,0.83769573429774,8,51,0
17,4,11,0.5001351061030058,9,144,0
2,7,23,0.2483110887800994,2,74,0
56,4,19,0.5549049630618084,8,14,0
39,1,23,0.30290154436219174,1,129,0
12,5,21,0.46595047914475385,4,97,0
51,3,18,0.8682157074002022,11,48,0
21,4,21,0.6969246432390833,6,104,0
43,0,9,0.5522172737119374,10,42,0
57,4,6,0.5271986357824826,0,146,0
12,2,4,0.87179314563354,11,112,0
14,6,18,0.5784032917208999,14,40,0
44,5,8,0.21763562672284642,9,142,0
16,6,14,0.229577905936947,16,21,1
50,4,10,0.4520234763879276,15,117,0
22,4,21,0.6653058399921715,2,88,0
35,5,5,0.6120164229666069,4,108,0
43,5,2,0.9207103542271581,10,73,0
12,7,12,0.5839401392150306,12,43,0
52,6,18,0.3382137061956021,15,104,0
40,0,19,1.0,14,171,0
17,1,5,1.0,11,109,0
32,4,16,0.12385075809080437,0,10,0
59,0,19,0.43789450193031465,5,148,0
22,2,19,0.8010188857237838,0,81,0
17,4,10,0.8419379968123385,3,53,0
54,5,16,0.5032329813996113,5,28,0
40,7,21,0.24245853970330378,14,85,0
51,4,6,0.19260915229688663,2,165,0
24,2,20,0.2775842628846874,0,22,0
37,1,23,0.6717627764897591,7,110,0
62,3,22,0.849823392279977,11,161,0
1,3,14,0.5655189570551457,1,68,0
45,5,6,0.8769883915085805,0,154,0
34,5,23,0.5116051016771072,10,125,0
36,0,9,0.9530838511800092,6,105,0
36,0,2,0.3970278862697217,0,83,0
42,3,18,0.7652008208826308,11,144,0
32,4,20,1.0,15,175,0
15,6,13,0.3567216176252061,15,15,1
57,0,22,0.4044074949632279,5,114,0
7,0,20,0.6121695124545306,1,73,0
9,0,11,0.26593286693045637,5,149,0
13,0,19,0.27750133726434667,2,83,0
53,3,6,0.5280585024329897,4,154,0
15,2,14,0.7477135605072924,0,62,0
61,1,10,0.7620917712874697,14,42,0
15,4,17,0.48470090159429513,7,139,0
45,3,7,0.8750511911464949,8,85,0
33,0,3,0.476952945438031,10,58,0
15,1,10,0.5568865763466329,3,131,0
3,4,20,1.0,2,1,0
25,0,23,0.4663164347087393,8,96,0
30,1,17,0.6833726309561701,14,38,0
14,1,19,0.4553592867768954,0,182,0
39,7,20,0.33151236893611663,12,124,0
26,5,6,0.1181487419536716,0,98,0
29,2,13,0.23222112663083666,3,51,0
36,4,6,0.9231001043639877,9,16,0
18,1,15,0.9167074858294433,3,127,0
64,0,3,0.7498543624922258,0,155,0
34,0,12,0.5150602492056013,7,148,0
32,3,3,0.6873185439395537,11,49,0
7,0,17,0.5224334522907622,7,119,0
15,7,18,0.5373027067556481,11,31,0
35,3,6,0.2343524155391596,10,43,0
13,3,7,0.7811102928197071,13,34,0
58,1,15,0.004118878428622977,14,74,0
14,1,18,0.18583730286383693,14,143,0
34,2,2,0.2735362815818902,7,149,0
14,0,7,0.05412166300570784,7,159,0
52,4,8,0.9604824446378967,2,94,0
13,2,11,0.5085932518439822,13,59,0
15,0,13,0.29640506213522416,6,152,0
26,7,3,0.8628418874237164,13,60,0
8,1,16,0.9608798982652191,0,30,0
8,0,14,0.7370253178453956,2,27,0
52,4,8,0.8365171787343878,10,165,0
11,0,16,0.37563963090084845,11,111,0
39,3,22,1.0,9,130,0
52,1,6,0.3228449023194284,5,55,0
17,6,4,0.9374059087330369,17,54,0
24,6,17,0.8511779083040049,10,63,0
14,7,10,0.78258349257847,8,161,0
36,1,17,0.14273080989470768,0,150,0
25,3,19,0.5571220991834526,11,89,0
42,1,12,0.34765397159500444,4,157,0
34,6,5,0.25794723273598436,11,62,0
60,0,11,0.9118286311469335,16,39,0
14,0,5,0.43891687673790186,6,171,0
10,4,13,1.0,10,40,0
61,2,19,0.7491600167244682,0,119,0
14,7,12,0.49506284640212467,5,147,0
21,0,12,0.6638067020862828,6,5,0
63,1,7,0.35161778437032093,15,114,0
24,4,16,0.4161007690450842,11,10,0
16,4,23,0.7342830403544576,11,66,0
38,7,3,0.16997590609073804,16,34,0
8,2,13,0.66453763415571,8,75,0
40,2,3,0.13056464936451867,6,135,0
24,7,16,0.5440393079819578,15,35,0
14,3,19,0.6264916532557525,14,64,0
26,5,21,0.41428012214103344,11,65,0
29,0,20,0.12841716623745028,12,139,0
10,4,6,0.14705564953976769,10,103,0
8,2,19,0.7179530454538414,3,145,0
54,1,23,0.5660991591264566,5,98,0
21,1,8,0.09892686643193235,10,112,0
38,2,4,0.9964899101568685,9,154,0
3,6,6,1.0,3,163,0
20,7,11,0.6648452597729365,4,54,0
20,0,9,0.5925992115512498,2,137,0
57,3,6,0.8504783326259558,0,52,0
31,3,3,0.6491926982403876,3,112,0
36,0,5,0.7651387623372778,1,15,0
42,0,17,0.5810260034534458,6,58,0
41,0,16,0.9405530642673974,10,160,0
29,3,7,0.1665671564823632,0,102,0
7,0,12,0.22318425977695994,7,3,0
8,4,22,0.4898429024986498,1,21,0
40,2,6,0.9240505111350881,9,32,0
34,3,20,1.0,1,152,0
15,2,23,0.3702819327265241,12,146,0
42,4,9,0.8379631451562837,0,139,0
11,3,1,1.0,11,132,0
23,4,19,0.7773702640034249,0,138,0
10,0,16,0.9414826280137829,0,98,0
40,6,5,0.18873485277536814,14,48,0
38,3,1,1.0,10,147,0
0,4,7,0.7107367454144002,0,69,0
11,5,10,0.6520521878562553,11,118,0
7,2,19,0.7408411864915561,3,115,0
58,3,16,0.4391940393651317,5,19,0
57,2,2,0.27052697543611687,13,111,0
13,1,20,0.23407565324085075,13,131,0
31,5,18,1.0,11,61,0
45,6,7,0.2105454578265146,16,36,0
54,1,16,0.1951557883953136,14,124,0
28,5,7,0.8244679963408015,5,28,0
17,0,11,0.9855400116041686,17,26,0
27,7,21,0.5749158449499782,14,36,0
47,3,14,0.5690128258947623,2,85,0
23,0,10,0.22594866391413265,0,76,0
36,0,5,0.06286968860469139,4,74,0
37,0,7,0.6007599216099936,0,100,0
42,2,4,0.6410323335637917,3,114,0
42,1,7,0.7314435879917907,0,142,0
52,2,23,0.6527186063360513,1,153,0
46,3,18,0.7909190035221065,2,143,0
15,0,4,0.5405177194987923,5,77,0
59,1,10,0.6441461983211135,6,20,0
26,3,20,0.4141257560767987,13,72,0
33,4,17,0.9083763759588641,13,156,0
52,2,23,0.7665102886280962,0,135,0
56,3,9,0.9568165398134221,0,55,0
56,3,15,0.6673803407780721,4,145,0
57,6,7,0.699496029987471,2,75,0
42,4,0,0.7983919190779651,1,181,0
40,4,7,0.4476014908806448,12,31,0
12,6,19,0.4498968860232868,6,87,0
10,5,13,0.6436841037793801,7,48,0
32,0,20,0.13208649043639004,14,138,0
8,1,6,0.673423127828283,4,100,0
42,5,3,0.1797596183803803,5,65,0
20,4,22,0.6019893725991678,11,107,0
23,0,19,0.6729251901292531,11,105,0
0,7,13,0.6716187764738102,0,71,0
24,4,12,0.8836617373086644,8,50,0
13,7,22,0.425825305793506,13,32,1
34,3,8,0.32795791137039804,4,60,0
28,2,11,0.1462039923783301,4,79,0
4,0,14,0.8350941884262675,4,140,0
7,6,4,0.19273606121377881,0,38,0
54,7,10,0.7863219289399509,11,120,0
44,4,17,0.459922710596949,9,104,0
10,5,11,1.0,10,155,0
60,0,18,0.7761571445315122,3,142,0
40,7,8,0.34278213913996125,4,151,0
24,0,16,0.7832593367148015,11,83,0
21,0,20,0.45811929441395416,9,72,0
39,0,18,0.11639554732782717,0,31,0
17,0,17,0.6955806453544356,2,27,0
9,7,14,0.9190898582179428,8,176,0
59,7,23,0.9474111889568196,6,178,0
38,0,20,0.6430873289777023,5,178,0
3,3,17,0.09704841212963829,3,1,0
4,7,13,0.2877353528021894,4,179,0
58,5,13,0.8906000419864624,0,20,0
11,0,22,0.7110188325502058,11,105,0
21,0,23,0.4640246383836916,5,67,0
21,6,19,0.595122832777581,15,21,0
52,5,11,0.8771896818875053,8,9,0
35,4,16,0.8417443570536661,10,148,0
3,4,12,0.6857657099397254,2,54,0
35,6,5,0.7290467611102937,9,44,0
42,3,4,0.2973699008007133,6,154,0
13,0,14,1.0,4,6,0
5,7,17,0.6491814087976245,5,48,0
17,7,20,0.4349056449863248,11,99,0
39,0,18,0.7264471277060741,12,22,0
12,6,13,0.29659512536830973,3,145,0
31,6,9,0.9437608038321759,4,45,0
8,4,19,0.8678439004196441,6,56,0
14,3,4,0.551000577195541,14,111,0
46,6,10,0.10569684641027025,10,50,0
0,5,10,0.8747721988500026,0,73,0
29,3,16,0.13432524158726908,8,125,0
10,5,22,0.35234363645016015,4,10,0
36,2,10,0.32756136140364367,1,76,0
48,1,11,0.13506388088696095,12,58,0
40,4,17,0.9206086948348864,9,30,0
35,1,22,0.8020610765791316,8,180,0
44,2,20,1.0,12,162,0
38,7,9,1.0,3,44,0
12,4,7,0.06235846163936447,9,81,0
22,0,23,0.35986099272888206,10,78,0
19,6,8,0.7256777306575868,9,114,0
47,6,2,0.3257572849150671,1,160,0
50,7,5,0.3848625025505417,2,131,0
15,5,12,0.15889376520258844,15,31,1
8,5,6,0.17017088078325338,6,81,0
6,2,18,0.8509650424725903,3,24,0
7,1,18,0.358272625605108,7,131,0
48,3,19,0.7076557275795454,1,130,0
4,7,11,0.12068073250889422,4,147,0
52,0,14,0.9095960681446212,17,28,0
11,2,18,1.0,11,43,0
57,5,22,0.9410545685472644,8,173,0
19,0,16,0.5694578674443687,14,115,0
7,0,19,0.39729279917986626,7,117,0
51,0,20,0.49012306995337585,6,91,0
15,3,5,0.2192352834663162,6,77,0
53,1,12,0.8863111529211741,13,36,0
26,0,11,0.9779459346251035,12,35,0
4,4,20,0.06146326205255567,4,104,0
20,0,15,0.4386178162734731,1,174,0
11,2,10,0.46583364587073595,11,125,0
28,0,10,0.9416993066793116,0,49,0
23,0,6,0.1913223015745803,1,98,0
43,0,12,0.49036574444857073,11,138,0
6,0,15,0.9208743314396147,2,113,0
31,1,19,0.8142497625418447,9,60,0
36,2,23,0.37590523374595675,6,108,0
8,1,11,0.3610001619558468,0,85,0
10,7,20,0.2393479289743684,3,61,0
7,6,10,0.2676768892966016,2,70,0
30,7,19,0.2869146002987794,1,102,0
62,4,16,1.0,3,6,0
26,5,14,0.6578494703068869,10,74,0
15,0,18,0.2196460751144532,15,149,0
11,1,16,0.4806755543933438,1,76,0
60,1,6,0.9420780552944945,7,148,0
22,1,8,0.14095129863569447,2,84,0
35,4,2,0.6417297301146395,1,109,0
31,6,2,0.9570953955392318,16,40,0
2,7,16,0.2628936617708436,2,163,0
20,1,23,0.1425133353424782,13,130,0
13,1,19,0.8181750188646497,6,37,0
26,0,8,0.9742603767470689,2,26,0
49,2,11,0.6279416452588822,13,136,0
13,6,9,0.8274145390450403,9,62,0
16,0,10,0.9885587648393311,3,1,0
40,1,18,0.4464909672125666,3,151,0
58,3,10,0.30974730075283674,3,129,0
28,0,14,0.41362268032525107,2,172,0
25,6,18,0.6413461632907854,10,40,0
37,3,4,0.7409656799018457,7,58,0
25,4,15,0.7038468122689788,4,91,0
15,0,20,0.01742324224983613,10,12,0
4,4,17,0.2594756942954479,3,21,0
17,4,10,0.8317575163250265,13,101,0
42,1,21,0.5590542744998412,7,172,0
33,2,4,0.2590849379007708,0,76,0
45,3,21,0.9534685032600532,5,114,0
8,0,22,0.8641336100374376,0,85,0
25,6,23,0.4319062160102948,14,183,0
11,7,11,0.25896815789241834,11,83,1
22,2,18,0.5850233939918441,9,47,0
6,2,7,0.6900251306829623,6,118,0
16,0,21,0.4585634124941337,8,102,0
25,0,17,0.9299703499839024,13,18,0
35,7,12,0.7884635920665676,0,110,0
29,4,23,0.8876432979652971,10,179,0
25,0,5,0.8206990297189686,2,11,0
18,1,8,0.2364538626726277,0,98,0
29,4,13,0.25229148544358626,1,94,0
69,3,14,0.5498821786949111,5,37,0
46,2,19,0.26551864849190143,3,148,0
10,1,10,0.3817514287571178,8,7,0
43,4,3,0.7584388032515392,7,108,0
26,2,20,0.5053783569619065,5,122,0
9,7,9,1.0,9,154,0
31,3,3,0.16483204427903753,7,141,0
30,2,16,0.9986083774192147,14,49,0
54,0,11,0.9724510598246557,8,140,0
10,0,14,0.7570457043916545,8,14,0
47,3,5,0.15687918021448394,9,29,0
60,0,11,0.6769940040829407,10,66,0
17,6,2,0.15895089037536636,9,88,0
40,5,15,0.8750548933762612,10,20,0
3,4,12,0.6369201714086343,1,47,0
36,0,12,0.2333586074803623,0,85,0
30,3,6,0.4772180471469543,10,76,0
9,7,7,0.42887501997988003,9,96,0
47,7,5,0.4172977380552844,0,6,0
9,0,11,0.4925914013193362,9,141,0
7,7,17,0.1671278008638593,7,148,1
14,4,23,0.5033972091384438,6,103,0
4,0,12,0.4730186697685574,2,32,0
41,4,6,0.9448716742061025,10,118,0
66,0,13,0.8890479938240936,15,34,0
20,1,21,1.0,6,164,0
32,3,7,0.6416836530242325,2,186,0
5,5,5,0.652077166444246,5,83,0
54,1,11,0.4759684675953383,5,63,0
36,4,4,1.0,2,142,0
29,6,21,0.920163493500477,11,148,0
35,7,22,0.4992515857696939,8,162,0
24,2,18,0.5684492824337538,0,51,0
50,1,9,0.804911086064531,13,9,0
25,5,17,0.8023882683991949,0,138,0
5,6,16,0.5111754144221967,0,48,0
62,1,4,0.4177372103283636,8,59,0
52,4,4,0.0276632607885679,5,82,0
42,4,20,0.8988650736267925,10,151,0
31,5,15,0.34791888293168727,12,29,0
51,0,21,0.8782456823193928,14,177,0
39,7,7,0.09775658686030564,13,32,0
17,6,22,0.39968248725034683,17,30,1
45,7,14,0.21388331555364826,13,39,0
17,3,22,0.4294637959188905,7,81,0
10,5,8,0.7280410055908886,7,66,0
10,1,11,0.5881776889858222,10,171,0
45,5,6,0.1772135645745947,12,37,0
29,0,3,0.9433579084046446,3,136,0
12,1,18,0.807620153347755,0,33,0
73,0,11,0.9416068231411453,11,43,0
14,5,5,0.6790818747562264,8,60,0
13,1,19,0.04362631793365318,6,9,0
25,3,11,0.4273863802100086,1,66,0
16,7,6,0.15773933101441368,8,82,0
36,0,7,0.7104890944858631,13,162,0
17,2,21,0.27932417477649873,7,76,0
26,3,22,0.7549070681212138,11,37,0
61,1,7,0.3817291138420018,3,41,0
28,4,22,0.8620402081404367,0,153,0
24,1,17,0.5545885553218414,11,35,0
25,1,23,0.8303279477427506,8,173,0
46,7,20,0.239306213615595,0,88,0
52,0,11,0.60356142253829,6,140,0
41,4,12,0.6928125359315193,2,48,0
51,2,21,0.4712141692284763,9,85,0
38,4,9,0.7763192417461597,2,93,0
18,0,9,0.6972839113398401,14,29,0
34,0,18,0.29055212386843016,3,124,0
6,2,15,0.7452315959849231,6,61,0
55,5,6,0.07186505749776746,1,148,0
39,3,6,0.38073134480034737,10,121,0
30,7,7,1.0,7,41,0
43,2,21,0.22518180379929842,14,90,0
39,0,21,0.7927125677832739,7,39,0
14,6,20,0.526765880585535,14,78,0
46,4,19,0.6137942651529813,6,146,0
53,4,13,0.11336728802394125,15,45,0
41,5,12,0.715145549778717,8,26,0
49,3,9,0.39512241600927983,1,152,0
22,6,19,0.6816170076833346,2,121,0
34,5,23,0.7393906380681248,9,100,0
47,5,18,0.4637172108423505,10,104,0
49,1,7,0.9561140341686907,0,65,0
10,2,8,0.20623789205762663,6,156,0
42,6,5,1.0,0,168,0
38,5,8,0.9936251625704292,8,90,0
32,0,20,0.3422010821834708,13,144,0
10,2,10,0.4335011551529576,8,172,0
